userWallet,num_deposits,total_deposit_usd,num_borrows,total_borrow_usd,num_repays,total_repay_usd,total_withdraw_usd,num_liquidations,repay_to_borrow_ratio,net_contribution_usd,proxy_score,credit_score
0x002c77a71d54e6da4b28690fe1676752a74a67eb,1,1.1597473478486582e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1597473478486582e-12,500,500
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,2,0.3547587375051269,1.0,2.7225309172016468e-12,1.0,2.7225309172016468e-12,5.1268014874015404e-12,0.0,1.0,0.3547587375000001,584,584
0x002d2715b179d0db3e17cc28317a98f2f65e6884,98,171702.46815323562,64.0,31579.052641518683,38.0,13121.661889422501,133140.47129011626,0.0,0.4155179079745649,20104.606111023197,1000,1000
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,1,1.058311089277293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.058311089277293,500,500
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,5,7541.229326265331,5.0,4.5074620831285474e-09,16.0,1.386103831655126e-09,1.5068694822364215e-09,0.0,0.3075131428932746,7541.229326260703,1000,998
0x002de04d579930686698abab5f48bda0b24fb9fc,32,45576.11237307445,13.0,4.306764650300531e-08,15.0,4.37741009996205e-08,33021.32320366512,0.0,1.016403368978286,12554.78916941004,1000,1000
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,1,8185.806955103062,1.0,2495.5332672426603,1.0,2495.5332672426603,8185.806955103062,0.0,1.0,9.094947017729282e-13,911,913
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,1,1.5030517322502182e-11,0.0,0.0,0.0,0.0,85.34885004096755,0.0,0.0,-85.34885004095251,487,487
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,1,1.2361424916557983e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2361424916557983e-14,500,500
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,61,7103.870377338909,26.0,144.77163586772272,12.0,2.528028174943289e-09,1938.8854091783476,0.0,1.746217869122608e-11,5020.213332295367,1000,998
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,35,16297.731895335117,23.0,4916.033571209256,0.0,0.0,0.0,0.0,0.0,11381.69832412586,1000,1000
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,1,1.815047297099417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.815047297099417,500,500
0x003064605a8677d5b2e8def620ac67d8f1f1b5ed,1,1.967159780669421e-10,0.0,0.0,0.0,0.0,1.97001982840097e-10,0.0,0.0,-2.8600477315488774e-13,500,500
0x003094a91a3b5523bc601b221f80183bd347e9ae,2,2.2596098782034474e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2596098782034474e-12,500,500
0x0030a2c2268c9faafeae8ea22802db8b3c87f82c,1,0.04768792449483425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04768792449483425,500,500
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,37,94769.29623780605,11.0,54754.060809285016,11.0,53839.649511519005,94266.2535656914,0.0,0.9832996624496763,-411.3686256513756,956,952
0x0030de8f624d2b2513c6dbbff788bb109b80304d,1,1.0031586054611734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0031586054611734,500,500
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,2,9.008727638327205e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.008727638327205e-06,500,500
0x0030ee334630838ea4dee0b4b6ecbc973529031f,8,3999.417260580614,7.0,765.1818637582536,1.0,1.81691479412184e-09,0.0,0.0,2.374487530582486e-12,3234.235396824177,787,798
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,1,1.0519093751900908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0519093751900908,500,500
0x00326e37cef76788f6b0cf643c94481d60bd3d58,2,26.554821136395518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.554821136395518,502,502
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,179,3191776.574420885,154.0,5323129.22109934,148.0,1055508.50718239,552823.3384210268,0.0,0.19828722229749005,-1628667.4779170915,0,0
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,59,60563024.61641714,45.0,35059576.65262691,21.0,35021753.381240435,60580513.637374654,0.0,0.9989211714744525,-55312.292343996465,0,0
0x0034d2a08772822866b08d2c585e5c8e25723760,1,648.7740221834814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.7740221834814,558,558
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,14,2563.293013287098,8.0,558.8776187173474,2.0,9.149663936533417e-10,1.7253034179860114e-09,0.0,1.6371498213745543e-12,2004.41539456894,672,673
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,1,10.23869648132951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.23869648132951,500,500
0x0036534c48a754163f0f446601f36bcfda840f57,7,2736.446545362117,8.0,161.72775240543808,7.0,149.2716038169644,1412.3944301555127,0.0,0.9229807599301376,1311.5959666181304,778,774
0x00368bb9dba2ee83f3553feae59710b9c3743e09,9,2664.374365870701,1.0,788.5672363468941,0.0,0.0,2.008252582175331e-10,0.0,0.0,1875.807129523606,652,667
